booking_id,user_id,session_id,variant,hotel_id,booking_completed,booking_value,nights,guests,room_type,payment_success,cancellation_flag,booking_date
361,4627,7265,A,310,yes,673.51,3,2,standard,yes,no,2026-05-02
362,8381,7281,B,48,yes,224.37,5,4,standard,yes,no,2026-05-14
363,5427,7299,A,454,yes,746.44,6,4,standard,yes,no,2026-05-11
364,7077,7300,B,52,yes,710.41,6,3,standard,yes,no,2026-04-29
365,9313,7313,A,28,yes,357.84,2,1,deluxe,yes,no,2026-04-25
366,4702,7324,A,400,yes,653.79,2,2,deluxe,yes,no,2026-05-04
367,3363,7326,A,104,yes,312.9,2,3,suite,yes,yes,2026-05-14
368,6840,7335,B,242,yes,728.21,6,1,deluxe,yes,no,2026-04-29
369,22121,7367,A,300,yes,543.88,1,2,standard,yes,no,2026-05-11
370,3931,7388,B,75,yes,276.18,5,1,suite,yes,no,2026-05-03
371,18296,7392,A,179,yes,722.71,4,3,suite,yes,no,2026-05-11
372,6238,7411,B,471,yes,786.2,5,1,standard,yes,no,2026-04-26
373,16836,7451,A,274,yes,367.9,3,4,suite,yes,no,2026-05-15
374,23620,7455,B,74,yes,662.6,1,3,suite,yes,no,2026-05-15
375,12,7493,B,363,yes,199.27,6,4,standard,yes,no,2026-05-15
376,14508,7497,B,277,yes,191.45,2,4,standard,yes,no,2026-05-12
377,9011,7508,B,280,yes,171.81,3,2,standard,yes,no,2026-04-26
378,17689,7514,B,425,yes,234.61,3,3,standard,yes,yes,2026-04-30
379,15454,7534,B,250,yes,552.54,5,3,suite,yes,no,2026-05-01
380,22832,7551,A,146,yes,539.88,5,3,suite,yes,no,2026-05-13
381,18983,7553,B,339,yes,742.93,2,2,standard,yes,no,2026-05-10
382,11227,7564,B,118,yes,385.22,1,4,standard,yes,no,2026-05-04
383,11105,7569,A,68,yes,231.58,1,2,suite,yes,no,2026-05-01
384,20099,7577,B,165,yes,485.56,6,3,standard,yes,no,2026-05-10
385,19012,7582,A,404,yes,711.33,6,2,deluxe,yes,no,2026-05-12
386,12010,7588,A,24,yes,237.69,3,3,standard,yes,no,2026-05-02
387,4039,7597,B,120,yes,544.88,3,1,standard,yes,no,2026-05-03
388,15812,7599,A,475,yes,776.24,3,4,standard,yes,no,2026-05-05
389,16498,7602,B,101,yes,363.73,3,3,deluxe,yes,no,2026-04-26
390,20567,7611,A,369,yes,778.06,1,1,suite,yes,yes,2026-04-25
391,1183,7647,A,438,yes,459.38,6,3,suite,yes,no,2026-05-12
392,18958,7650,A,328,yes,718.88,6,4,deluxe,yes,no,2026-04-28
393,19608,7656,B,235,yes,793.37,6,2,standard,yes,no,2026-05-13
394,24718,7679,A,211,yes,269.18,3,1,suite,yes,no,2026-05-14
395,6941,7694,A,462,yes,509.39,5,2,suite,yes,yes,2026-05-07
396,18180,7700,A,369,yes,470.96,6,3,suite,yes,no,2026-05-05
397,2571,7716,B,175,yes,798.26,6,3,standard,yes,no,2026-05-10
398,327,7772,B,427,yes,641.98,6,1,deluxe,yes,no,2026-05-02
399,19375,7801,A,366,yes,339.47,1,1,standard,yes,no,2026-05-09
400,14646,7814,B,96,yes,623.76,3,1,deluxe,yes,no,2026-05-08
401,9489,7875,A,47,yes,306.12,6,2,suite,yes,no,2026-05-01
402,21167,7908,B,184,yes,786.8,2,3,standard,yes,no,2026-05-10
403,18897,7963,B,194,yes,779.96,4,4,standard,yes,no,2026-05-05
404,2538,7965,B,138,yes,402.28,2,1,deluxe,yes,no,2026-05-03
405,24254,7967,B,267,yes,612.32,4,4,suite,yes,no,2026-05-14
406,4985,7983,A,128,yes,421.38,5,4,deluxe,yes,no,2026-05-04
407,23150,8041,B,441,yes,338.65,6,4,deluxe,yes,no,2026-04-30
408,16340,8045,B,202,yes,677.69,1,2,deluxe,yes,no,2026-05-08
409,23860,8051,A,344,yes,107.4,1,1,deluxe,yes,no,2026-04-29
410,4648,8058,A,422,yes,563.54,1,4,suite,yes,no,2026-04-28
411,17379,8059,A,459,yes,345.76,3,2,suite,yes,no,2026-04-25
412,6631,8070,A,168,yes,129.97,2,2,standard,yes,no,2026-05-10
413,18018,8096,A,273,yes,109.17,6,2,standard,yes,no,2026-05-02
414,17703,8137,B,461,yes,725.77,4,1,deluxe,yes,no,2026-05-08
415,8960,8146,B,53,yes,170.14,5,1,suite,yes,yes,2026-05-03
416,3693,8151,A,465,yes,608.82,5,1,suite,yes,no,2026-04-29
417,2690,8161,B,9,yes,102.88,5,3,suite,yes,no,2026-04-25
418,17568,8164,B,149,yes,645.91,5,4,suite,yes,no,2026-05-04
419,10830,8235,A,145,yes,151.88,6,2,standard,yes,no,2026-05-09
420,3406,8246,B,372,yes,354.08,4,1,suite,yes,no,2026-05-11
421,1616,8284,A,254,yes,523.3,3,2,suite,yes,no,2026-05-04
422,22443,8314,B,440,yes,348.31,4,1,suite,yes,no,2026-05-01
423,10913,8324,B,163,yes,198.53,4,2,standard,yes,no,2026-05-10
424,15276,8329,B,453,yes,230.14,3,2,standard,yes,no,2026-04-26
425,8041,8341,A,263,yes,467.31,6,2,suite,yes,no,2026-04-26
426,15828,8364,B,60,yes,429.44,2,4,deluxe,yes,no,2026-05-10
427,9261,8382,B,151,yes,587.13,4,4,deluxe,yes,no,2026-05-06
428,12802,8398,B,193,yes,357.4,6,3,standard,yes,no,2026-05-03
429,22732,8430,A,301,yes,797.48,6,3,standard,yes,no,2026-05-15
430,17430,8448,B,11,yes,443.84,2,2,suite,yes,no,2026-05-15
431,9328,8485,B,341,yes,195.7,6,2,deluxe,yes,no,2026-05-06
432,4748,8502,B,219,yes,233.1,2,3,deluxe,yes,no,2026-05-09
433,10827,8542,A,354,yes,768.34,2,4,deluxe,yes,no,2026-05-10
434,19729,8546,B,263,yes,289.44,3,2,standard,yes,no,2026-05-13
435,847,8560,B,468,yes,738.89,5,1,deluxe,yes,no,2026-05-08
436,12380,8586,B,402,yes,544.25,5,2,deluxe,yes,no,2026-04-27
437,12794,8637,B,65,yes,631.08,6,1,suite,yes,no,2026-05-07
438,6498,8660,B,234,yes,315.16,2,2,suite,yes,no,2026-05-09
439,13815,8664,A,15,yes,374.48,5,4,standard,yes,no,2026-04-30
440,17485,8668,A,11,yes,330.08,1,1,standard,yes,no,2026-04-27
441,18060,8714,B,210,yes,624.6,2,4,standard,yes,no,2026-05-01
442,15769,8739,A,433,yes,708.68,2,2,deluxe,yes,yes,2026-04-25
443,8917,8761,B,249,yes,453.71,2,3,deluxe,yes,no,2026-04-30
444,2382,8764,A,167,yes,484.95,2,4,standard,yes,no,2026-05-08
445,11893,8767,A,440,yes,527.01,2,1,suite,yes,no,2026-05-03
446,8654,8801,B,285,yes,444.69,4,3,deluxe,yes,no,2026-05-09
447,20328,8826,A,22,yes,748.43,6,2,suite,yes,no,2026-04-27
448,4635,8869,A,391,yes,172.72,4,2,suite,yes,no,2026-05-04
449,8741,8872,B,110,yes,98.56,5,2,suite,yes,no,2026-05-04
450,6091,8873,B,404,yes,728.99,4,1,deluxe,yes,no,2026-04-27
451,18783,8881,B,492,yes,579.65,4,3,standard,yes,no,2026-05-15
452,6007,8916,B,105,yes,378.21,2,3,suite,yes,no,2026-05-11
453,21536,8920,A,276,yes,627.54,4,4,suite,yes,no,2026-05-07
454,17210,8966,B,99,yes,227.16,4,3,standard,yes,no,2026-05-05
455,3556,8968,A,44,yes,136.15,4,4,deluxe,yes,no,2026-05-02
456,3944,8972,A,212,yes,141.42,2,1,suite,yes,no,2026-05-09
457,15992,8976,B,496,yes,725.68,5,1,suite,yes,no,2026-05-10
458,6264,8986,A,429,yes,612.66,2,3,standard,yes,no,2026-05-13
459,7519,8987,B,414,yes,395.03,1,3,suite,yes,no,2026-05-05
460,18017,9010,B,372,yes,471.11,1,3,suite,yes,no,2026-05-01
461,9361,9023,B,311,yes,341.24,6,4,standard,yes,no,2026-05-04
462,2282,9052,B,73,yes,375.39,5,3,deluxe,yes,no,2026-04-29
463,689,9057,A,189,yes,675.57,4,4,suite,yes,no,2026-05-04
464,14679,9085,B,30,yes,94.11,3,4,standard,yes,no,2026-04-27
465,2214,9092,B,476,yes,432.6,3,4,deluxe,yes,no,2026-05-08
466,5195,9099,A,413,yes,538.35,2,3,standard,yes,no,2026-05-02
467,10988,9133,B,312,yes,597.67,3,2,deluxe,yes,no,2026-05-11
468,15687,9159,B,229,yes,248.12,5,1,deluxe,yes,no,2026-05-05
469,9784,9175,B,49,yes,645.33,4,1,standard,yes,no,2026-04-25
470,19949,9203,B,175,yes,129.52,3,1,suite,yes,no,2026-05-14
471,9827,9244,B,251,yes,485.44,5,2,deluxe,yes,no,2026-05-06
472,16912,9258,B,294,yes,584.63,5,1,standard,yes,no,2026-04-29
473,20427,9285,B,457,yes,263.44,2,2,standard,yes,no,2026-05-12
474,6525,9317,A,430,yes,599.41,6,2,standard,yes,no,2026-05-11
475,21327,9336,B,214,yes,581.35,4,1,deluxe,yes,no,2026-04-27
476,20221,9348,B,100,yes,368.22,6,4,deluxe,yes,no,2026-05-07
477,11858,9362,A,9,yes,278.02,5,2,deluxe,yes,no,2026-04-30
478,4159,9371,B,274,yes,301.09,2,1,suite,yes,no,2026-05-05
479,4466,9386,B,435,yes,794.12,4,3,deluxe,yes,yes,2026-05-02
480,11680,9402,B,185,yes,410.23,3,1,deluxe,yes,no,2026-05-07
481,5886,9426,A,383,yes,784.09,3,4,deluxe,yes,no,2026-05-07
482,17272,9429,A,104,yes,171.5,1,4,suite,yes,no,2026-05-08
483,24968,9430,A,212,yes,445.86,2,3,suite,yes,no,2026-04-26
484,7888,9458,B,14,yes,652.82,6,3,suite,yes,no,2026-05-02
485,18426,9459,A,358,yes,124.34,6,1,standard,yes,no,2026-05-12
486,22708,9489,A,331,yes,427.79,1,4,deluxe,yes,no,2026-05-14
487,12649,9535,A,390,yes,143.44,6,4,suite,yes,no,2026-04-27
488,15860,9537,A,366,yes,655.08,5,3,deluxe,yes,no,2026-04-27
489,15469,9542,A,181,yes,170.37,4,4,suite,yes,no,2026-05-07
490,7343,9621,B,184,yes,794.96,4,3,deluxe,yes,no,2026-05-14
491,11427,9766,A,358,yes,81.55,3,1,standard,yes,yes,2026-05-06
492,2169,9784,B,37,yes,744.93,2,2,standard,yes,no,2026-05-11
493,391,9802,A,281,yes,276.17,6,2,standard,yes,no,2026-05-08
494,19058,9826,A,480,yes,639.66,4,2,standard,yes,no,2026-05-03
495,6223,9833,B,287,yes,524.69,3,3,deluxe,yes,no,2026-04-30
496,12020,9840,B,449,yes,537.66,2,4,deluxe,yes,no,2026-05-15
497,16830,9886,B,283,yes,779.79,3,1,deluxe,yes,no,2026-05-02
498,12122,9902,A,212,yes,386.22,2,3,deluxe,yes,no,2026-04-25
499,21136,9945,B,390,yes,477.72,5,2,deluxe,yes,no,2026-05-11
500,16254,9949,A,296,yes,338.21,6,2,deluxe,yes,no,2026-04-29
501,10431,9964,A,199,yes,550.5,3,4,suite,yes,no,2026-05-15
502,21257,9994,A,376,yes,785.17,6,3,deluxe,yes,no,2026-05-14
503,14411,10000,B,139,yes,166.22,2,4,standard,yes,no,2026-04-25
504,14145,10022,B,107,yes,750.53,6,1,standard,yes,no,2026-04-30
505,9341,10026,A,328,yes,781.49,6,1,deluxe,yes,no,2026-05-06
506,4158,10041,A,413,yes,277.17,3,4,suite,yes,no,2026-05-07
507,3581,10049,B,19,yes,673.61,2,2,deluxe,yes,no,2026-05-04
508,7126,10050,A,83,yes,712.45,1,2,suite,yes,yes,2026-04-28
509,515,10065,A,276,yes,584.29,2,2,deluxe,yes,no,2026-04-25
510,22723,10068,B,78,yes,666.61,5,2,standard,yes,no,2026-05-03
511,7986,10076,A,105,yes,568.03,2,4,deluxe,yes,no,2026-04-26
512,14037,10142,B,2,yes,657.49,2,4,suite,yes,no,2026-05-11
513,22870,10160,B,417,yes,499.17,5,3,suite,yes,no,2026-05-04
514,462,10194,B,157,yes,666.06,6,2,suite,yes,no,2026-04-25
515,4232,10211,A,124,yes,585.24,1,1,suite,yes,no,2026-04-25
516,2927,10219,A,359,yes,450.73,3,1,suite,yes,no,2026-05-13
517,9296,10232,A,277,yes,531.91,2,2,suite,yes,no,2026-05-08
518,18611,10234,B,24,yes,573.45,2,1,standard,yes,no,2026-05-13
519,24888,10249,B,430,yes,662.64,1,4,suite,yes,no,2026-05-12
520,14697,10253,B,65,yes,280.03,2,2,suite,yes,no,2026-05-04
521,8552,10254,A,192,yes,751.65,3,2,standard,yes,no,2026-05-14
522,14255,10257,A,138,yes,399.7,5,1,suite,yes,no,2026-04-27
523,5000,10298,B,494,yes,588.79,2,3,deluxe,yes,no,2026-05-11
524,23500,10318,B,244,yes,695.02,3,3,deluxe,yes,no,2026-05-10
525,4044,10337,A,238,yes,117.34,6,3,suite,yes,no,2026-04-28
526,1373,10356,A,314,yes,202.89,2,2,suite,yes,no,2026-05-08
527,24936,10366,B,332,yes,677.87,4,1,suite,yes,no,2026-05-12
528,13589,10379,B,112,yes,425.23,1,2,standard,yes,no,2026-05-11
529,7683,10417,A,486,yes,354.58,3,1,deluxe,yes,no,2026-05-04
530,1165,10452,B,380,yes,703.96,1,1,suite,yes,no,2026-05-01
531,6709,10468,A,138,yes,538.38,3,4,deluxe,yes,no,2026-04-28
532,22879,10515,A,153,yes,687.2,2,1,suite,yes,no,2026-05-08
533,7730,10546,B,444,yes,185.88,1,4,deluxe,yes,no,2026-05-02
534,7002,10547,A,424,yes,744.31,4,4,standard,yes,no,2026-05-08
535,1699,10613,B,185,yes,337.55,5,1,standard,yes,no,2026-05-04
536,13072,10637,B,48,yes,303.37,4,1,deluxe,yes,no,2026-05-01
537,19203,10644,B,426,yes,95.47,2,1,standard,yes,no,2026-05-13
538,6363,10646,A,435,yes,367.57,2,4,deluxe,yes,no,2026-04-27
539,14862,10652,A,105,yes,794.84,2,1,deluxe,yes,no,2026-04-30
540,3378,10697,B,370,yes,210.2,6,4,standard,yes,no,2026-04-27
541,3200,10700,B,87,yes,793.43,3,2,deluxe,yes,no,2026-05-11
542,4620,10721,A,41,yes,152.69,2,1,standard,yes,yes,2026-04-26
543,8533,10744,B,423,yes,688.66,6,3,standard,yes,no,2026-05-10
544,15924,10759,B,64,yes,736.66,4,1,deluxe,yes,no,2026-05-05
545,8597,10786,A,286,yes,649.29,5,3,deluxe,yes,no,2026-04-27
546,24299,10788,B,262,yes,492.43,2,3,standard,yes,no,2026-04-27
547,1603,10793,B,195,yes,687.31,2,3,standard,yes,no,2026-05-07
548,5085,10814,A,222,yes,536.8,1,3,standard,yes,no,2026-04-28
549,15549,10825,B,466,yes,274.19,4,2,standard,yes,no,2026-05-04
550,12604,10865,A,313,yes,383.94,6,3,suite,yes,no,2026-05-10
551,18904,10886,B,439,yes,604.64,3,3,standard,yes,no,2026-04-30
552,13144,10896,A,89,yes,581.33,6,2,deluxe,yes,yes,2026-04-28
553,19922,10908,A,306,yes,121.23,2,3,standard,yes,yes,2026-05-13
554,19233,10934,A,394,yes,741.34,4,1,standard,yes,no,2026-04-29
555,5986,10944,A,159,yes,391.19,5,4,standard,yes,no,2026-05-11
556,7538,10973,A,226,yes,232.28,5,1,deluxe,yes,no,2026-04-25
557,7501,10976,B,441,yes,142.07,2,3,standard,yes,no,2026-04-27
558,19207,10989,A,44,yes,119.79,4,1,suite,yes,no,2026-05-01
559,19512,11061,A,391,yes,118.67,2,2,deluxe,yes,no,2026-04-27
560,14154,11085,A,86,yes,97.44,5,1,deluxe,yes,no,2026-05-02
561,24802,11086,B,262,yes,418.62,1,1,deluxe,yes,no,2026-05-03
562,16511,11139,A,325,yes,108.41,1,1,suite,yes,no,2026-05-13
563,16493,11156,A,363,yes,728.18,4,2,standard,yes,no,2026-05-05
564,20512,11170,B,355,yes,154.25,2,1,deluxe,yes,no,2026-05-03
565,18604,11199,B,401,yes,125.38,4,2,standard,yes,no,2026-05-13
566,23199,11201,B,244,yes,459.4,2,3,deluxe,yes,no,2026-05-08
567,12696,11206,A,215,yes,128.65,6,3,suite,yes,no,2026-05-04
568,2681,11217,B,293,yes,624.3,4,2,suite,yes,no,2026-05-05
569,22014,11219,B,112,yes,575.43,6,1,deluxe,yes,no,2026-05-11
570,19445,11221,B,406,yes,312.93,4,1,suite,yes,no,2026-04-30
571,962,11242,B,63,yes,677.2,3,1,deluxe,yes,yes,2026-04-25
572,16821,11251,A,231,yes,350.36,4,4,standard,yes,no,2026-05-01
573,19002,11258,B,261,yes,524.91,3,4,standard,yes,no,2026-05-13
574,11853,11306,A,188,yes,187.88,4,2,standard,yes,no,2026-05-14
575,44,11310,B,162,yes,564.02,5,4,standard,yes,no,2026-05-09
576,15585,11320,B,480,yes,108.57,6,4,suite,yes,no,2026-04-25
577,12119,11354,A,494,yes,291.35,6,3,deluxe,yes,no,2026-05-06
578,12729,11372,A,255,yes,111.59,6,1,suite,yes,no,2026-05-15
579,17059,11429,B,251,yes,383.01,1,4,deluxe,yes,no,2026-04-30
580,24325,11445,B,485,yes,780.79,5,3,deluxe,yes,no,2026-05-07
581,1522,11455,B,202,yes,784.19,5,2,standard,yes,no,2026-05-08
582,1688,11474,A,277,yes,237.44,3,4,suite,yes,no,2026-05-05
583,13180,11478,A,341,yes,259.49,3,3,standard,yes,no,2026-04-25
584,18567,11495,A,381,yes,657.9,4,2,standard,yes,no,2026-05-04
585,8400,11504,A,227,yes,778.47,2,3,deluxe,yes,no,2026-05-07
586,16999,11510,A,199,yes,114.94,5,4,standard,yes,no,2026-05-09
587,19196,11524,A,264,yes,412.02,6,1,deluxe,yes,no,2026-04-29
588,20382,11535,B,395,yes,80.16,6,4,suite,yes,no,2026-05-14
589,15818,11564,B,39,yes,386.23,6,4,standard,yes,yes,2026-05-05
590,8810,11575,B,493,yes,738.69,6,3,suite,yes,no,2026-05-01
591,4432,11623,A,186,yes,250.34,5,4,standard,yes,no,2026-05-06
592,16876,11639,A,415,yes,380.99,3,4,deluxe,yes,no,2026-05-04
593,19287,11650,A,455,yes,145.16,5,1,standard,yes,yes,2026-04-25
594,3917,11660,A,89,yes,302.17,1,4,standard,yes,no,2026-05-05
595,19192,11703,A,198,yes,180.1,3,2,deluxe,yes,no,2026-04-29
596,660,11720,B,393,yes,152.94,3,1,standard,yes,no,2026-04-30
597,21335,11743,B,126,yes,313.31,5,3,deluxe,yes,no,2026-05-09
598,15941,11747,A,126,yes,763.66,1,4,standard,yes,no,2026-04-30
599,16467,11751,B,470,yes,142.43,1,4,standard,yes,no,2026-04-28
600,17174,11759,A,415,yes,649.85,5,2,deluxe,yes,yes,2026-05-08
601,3687,11819,A,219,yes,218.92,2,1,deluxe,yes,no,2026-04-29
602,6162,11826,A,385,yes,537.75,6,3,deluxe,yes,no,2026-05-08
603,6136,11827,A,175,yes,471.86,6,3,suite,yes,no,2026-05-15
604,17091,11841,A,17,yes,323.11,4,4,standard,yes,no,2026-04-30
605,5219,11870,A,127,yes,452.33,6,2,deluxe,yes,no,2026-05-03
606,7780,11888,B,20,yes,226.53,3,3,deluxe,yes,no,2026-05-07
607,14110,11889,B,8,yes,507.24,5,4,deluxe,yes,no,2026-05-14
608,1634,11890,A,125,yes,254.04,3,4,suite,yes,no,2026-05-08
609,24148,11940,B,290,yes,606.59,2,4,standard,yes,no,2026-05-02
610,3439,11941,B,184,yes,346.17,1,3,deluxe,yes,no,2026-05-09
611,23193,11942,B,279,yes,475.45,1,3,deluxe,yes,no,2026-05-09
612,22841,11953,B,273,yes,107.03,4,3,suite,yes,yes,2026-05-06
613,802,11988,A,470,yes,797.71,6,2,deluxe,yes,no,2026-05-12
614,12390,12007,A,368,yes,734.5,5,4,deluxe,yes,no,2026-04-25
615,5345,12024,A,329,yes,246.87,1,2,deluxe,yes,no,2026-05-02
616,23999,12074,A,304,yes,630.01,6,3,standard,yes,no,2026-04-28
617,10812,12096,B,338,yes,277.26,5,4,deluxe,yes,no,2026-05-08
618,24753,12114,B,337,yes,392.05,3,2,standard,yes,no,2026-05-05
619,14087,12122,B,61,yes,798.12,4,4,standard,yes,no,2026-05-06
620,18848,12200,B,354,yes,523.91,3,3,suite,yes,no,2026-05-05
621,16116,12220,B,137,yes,112.35,2,3,suite,yes,no,2026-05-08
622,10355,12244,A,381,yes,706.26,4,1,suite,yes,no,2026-05-15
623,14113,12259,B,439,yes,411.31,3,1,suite,yes,no,2026-05-12
624,9708,12260,B,406,yes,176.97,6,3,standard,yes,no,2026-04-30
625,18145,12264,A,467,yes,195.81,1,3,deluxe,yes,no,2026-05-12
626,20250,12301,B,386,yes,305.02,6,2,standard,yes,no,2026-05-04
627,10675,12345,B,440,yes,223.49,6,1,deluxe,yes,no,2026-05-10
628,5098,12346,B,155,yes,576.63,2,1,suite,yes,no,2026-05-14
629,4762,12372,B,367,yes,178.24,3,2,deluxe,yes,no,2026-05-07
630,8175,12375,A,145,yes,395.39,1,2,deluxe,yes,no,2026-05-05
631,13833,12381,B,46,yes,531.89,5,3,suite,yes,no,2026-04-30
632,2341,12478,B,405,yes,196.16,5,1,standard,yes,no,2026-04-30
633,23209,12509,A,26,yes,159.47,3,3,suite,yes,no,2026-04-26
634,21853,12513,B,359,yes,410.45,3,1,suite,yes,no,2026-05-10
635,8363,12534,B,275,yes,291.58,3,4,standard,yes,no,2026-05-05
636,24116,12551,A,47,yes,139.9,3,2,suite,yes,yes,2026-05-14
637,18048,12569,B,430,yes,780.81,3,3,suite,yes,no,2026-05-05
638,23743,12588,A,337,yes,319.22,4,1,standard,yes,no,2026-05-04
639,15537,12595,B,424,yes,126.0,4,3,suite,yes,no,2026-05-05
640,6112,12610,A,371,yes,213.33,5,4,suite,yes,no,2026-05-04
641,11465,12631,A,312,yes,283.43,2,3,deluxe,yes,no,2026-05-06
642,19930,12684,A,76,yes,448.57,6,2,suite,yes,no,2026-04-25
643,12800,12732,B,406,yes,701.79,2,1,suite,yes,no,2026-04-29
644,16272,12737,B,207,yes,475.92,1,4,standard,yes,no,2026-05-09
645,3536,12742,B,278,yes,352.26,4,2,standard,yes,no,2026-05-08
646,3106,12759,A,334,yes,624.19,5,3,suite,yes,no,2026-05-12
647,20306,12764,A,123,yes,763.3,3,1,suite,yes,no,2026-05-15
648,5366,12780,A,220,yes,135.48,2,1,deluxe,yes,no,2026-05-11
649,13006,12842,B,493,yes,141.75,2,4,deluxe,yes,no,2026-05-05
650,13329,12941,A,359,yes,106.26,6,4,suite,yes,no,2026-05-01
651,11614,12947,A,111,yes,391.93,4,2,suite,yes,no,2026-05-05
652,14939,12957,B,124,yes,630.82,3,2,deluxe,yes,no,2026-05-14
653,14679,12961,B,247,yes,634.9,3,2,suite,yes,no,2026-04-28
654,14106,12986,B,163,yes,191.72,4,1,standard,yes,no,2026-05-14
655,11478,12997,B,439,yes,396.69,1,4,standard,yes,no,2026-05-14
656,11541,13019,A,382,yes,742.05,5,3,deluxe,yes,no,2026-04-27
657,13143,13024,A,344,yes,353.23,2,4,suite,yes,no,2026-05-01
658,2659,13027,B,175,yes,565.91,5,1,standard,yes,no,2026-05-08
659,11857,13038,B,205,yes,217.35,1,3,suite,yes,no,2026-05-04
660,16870,13043,B,28,yes,652.03,2,1,standard,yes,no,2026-04-28
661,13156,13056,A,193,yes,421.36,2,1,standard,yes,no,2026-05-03
662,8585,13060,A,273,yes,455.29,4,1,deluxe,yes,no,2026-05-05
663,22625,13064,A,384,yes,706.19,1,2,deluxe,yes,no,2026-04-26
664,17502,13088,B,463,yes,465.57,4,1,standard,yes,no,2026-05-05
665,12802,13120,B,177,yes,481.07,3,3,deluxe,yes,no,2026-05-14
666,16481,13124,B,288,yes,540.41,1,3,standard,yes,no,2026-04-29
667,14926,13148,B,18,yes,125.25,2,2,deluxe,yes,no,2026-04-29
668,20320,13153,B,409,yes,172.21,4,1,suite,yes,no,2026-05-09
669,11177,13154,B,424,yes,438.42,1,2,suite,yes,no,2026-05-09
670,7509,13229,A,408,yes,538.61,3,1,deluxe,yes,no,2026-05-14
671,4872,13248,B,4,yes,251.83,3,3,suite,yes,no,2026-05-08
672,15191,13276,A,34,yes,583.94,4,3,suite,yes,no,2026-05-02
673,16445,13301,A,88,yes,280.39,6,1,deluxe,yes,no,2026-04-28
674,17172,13329,A,380,yes,779.69,6,1,standard,yes,no,2026-05-08
675,1407,13336,B,200,yes,670.11,6,3,standard,yes,no,2026-05-12
676,357,13367,B,192,yes,720.0,5,3,suite,yes,no,2026-05-06
677,16305,13410,B,69,yes,476.31,5,4,suite,yes,no,2026-05-15
678,7639,13432,B,41,yes,150.9,5,3,deluxe,yes,no,2026-04-26
679,8004,13446,A,427,yes,505.52,1,1,suite,yes,no,2026-05-10
680,13421,13549,B,27,yes,352.82,2,3,deluxe,yes,no,2026-05-07
681,6589,13569,B,408,yes,539.94,1,3,suite,yes,no,2026-04-28
682,2966,13572,B,41,yes,686.92,2,3,suite,yes,no,2026-05-03
683,62,13598,B,352,yes,578.42,4,1,standard,yes,no,2026-05-07
684,20001,13607,A,232,yes,612.89,1,1,deluxe,yes,no,2026-05-12
685,467,13617,B,475,yes,298.13,2,4,suite,yes,no,2026-04-27
686,23745,13629,B,453,yes,193.25,1,1,suite,yes,no,2026-04-30
687,13156,13641,B,301,yes,146.86,5,3,suite,yes,no,2026-05-03
688,17409,13659,A,284,yes,301.98,6,4,deluxe,yes,no,2026-05-04
689,1430,13690,A,444,yes,314.07,1,1,deluxe,yes,no,2026-05-11
690,21103,13706,A,173,yes,154.22,3,3,standard,yes,no,2026-05-03
691,18545,13713,A,32,yes,434.94,6,2,deluxe,yes,no,2026-05-06
692,3921,13724,B,480,yes,598.43,4,4,standard,yes,no,2026-05-08
693,3107,13728,B,335,yes,601.07,3,4,standard,yes,no,2026-04-30
694,3358,13738,A,352,yes,221.14,2,1,deluxe,yes,no,2026-04-28
695,15454,13755,B,243,yes,349.05,1,1,deluxe,yes,no,2026-04-26
696,20762,13773,B,414,yes,117.55,5,3,deluxe,yes,no,2026-05-15
697,10133,13776,A,198,yes,489.57,2,1,standard,yes,no,2026-05-08
698,23632,13806,B,49,yes,170.09,4,4,deluxe,yes,no,2026-05-04
699,5637,13808,B,47,yes,111.44,6,3,suite,yes,no,2026-05-06
700,14826,13815,B,154,yes,353.2,1,1,deluxe,yes,no,2026-05-08
701,11917,13831,A,94,yes,240.3,4,1,suite,yes,no,2026-05-14
702,4370,13833,B,363,yes,285.14,1,2,deluxe,yes,no,2026-05-02
703,11897,13844,B,192,yes,133.54,2,1,standard,yes,no,2026-05-01
704,4838,13855,B,278,yes,712.2,2,2,suite,yes,yes,2026-04-28
705,16482,13881,B,406,yes,575.75,1,1,deluxe,yes,no,2026-05-14
706,11688,13899,A,109,yes,615.27,5,1,suite,yes,no,2026-05-14
707,24268,13935,A,318,yes,289.11,3,1,suite,yes,no,2026-05-11
708,4635,13944,B,230,yes,295.94,3,1,standard,yes,no,2026-05-05
709,4394,13946,A,115,yes,129.32,3,2,suite,yes,no,2026-05-03
710,16315,13975,A,285,yes,238.04,6,2,standard,yes,no,2026-05-14
711,14162,13978,B,201,yes,379.41,4,1,standard,yes,no,2026-05-06
712,18232,14034,B,333,yes,175.2,3,3,deluxe,yes,no,2026-05-14
713,20354,14090,A,57,yes,588.2,6,4,suite,yes,no,2026-05-10
714,8021,14111,B,314,yes,506.47,3,2,suite,yes,yes,2026-04-25
715,6601,14120,B,328,yes,185.58,2,2,standard,yes,no,2026-04-29
716,2778,14139,A,179,yes,475.35,5,3,standard,yes,no,2026-04-25
717,5558,14148,A,256,yes,799.31,1,2,standard,yes,no,2026-05-02
718,24966,14159,B,209,yes,446.92,1,3,standard,yes,yes,2026-05-08
719,10146,14175,A,66,yes,390.71,4,4,deluxe,yes,no,2026-04-30
720,1887,14204,A,146,yes,192.86,4,3,standard,yes,no,2026-05-06
